uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
STJOHNS,WN,2012-05-03 05:00:00,6.6524
STJOHNS,WS,2012-05-03 05:00:00,1.0239
STJOHNS,WS,2012-08-07 05:00:00,6.0939
STJOHNS,WN,2012-08-07 05:00:00,4.3465
STJOHNS,WS,2012-08-14 05:00:00,3.7704
STJOHNS,WN,2012-08-14 05:00:00,3.6265
STJOHNS,WN,2012-09-13 05:00:00,4.0485
STJOHNS,WS,2012-09-13 05:00:00,5.2843
STJOHNS,WN,2012-09-27 05:00:00,16.7529
STJOHNS,WS,2012-09-27 05:00:00,21.9895
STJOHNS,WN,2012-10-12 05:00:00,6.5087
STJOHNS,WS,2012-10-12 05:00:00,7.8095
STJOHNS,WS,2012-10-23 05:00:00,7.8272
STJOHNS,WN,2012-10-23 05:00:00,5.9553
STJOHNS,WS,2012-11-02 05:00:00,10.7715
STJOHNS,WN,2012-11-02 05:00:00,8.0658
STJOHNS,WS,2012-11-06 05:00:00,9.1647
STJOHNS,WN,2012-11-06 05:00:00,6.7685
STJOHNS,WS,2012-11-13 05:00:00,9.9747
STJOHNS,WN,2012-11-13 05:00:00,7.762
STJOHNS,WN,2012-11-20 05:00:00,7.1828
STJOHNS,WS,2012-11-20 05:00:00,8.3034
STJOHNS,WS,2012-12-07 05:00:00,7.1474
STJOHNS,WN,2012-12-07 05:00:00,6.3051
STJOHNS,WS,2012-12-19 05:00:00,6.8774
STJOHNS,WN,2012-12-19 05:00:00,7.1703
STJOHNS,WS,2013-01-07 05:00:00,7.6985
STJOHNS,WN,2013-01-07 05:00:00,8.051
STJOHNS,WN,2013-01-14 05:00:00,9.9607
STJOHNS,WS,2013-01-14 05:00:00,11.0214
STJOHNS,WS,2013-01-30 05:00:00,12.3218
STJOHNS,WN,2013-01-30 05:00:00,11.5597
STJOHNS,WN,2013-02-13 05:00:00,8.9074
STJOHNS,WS,2013-02-13 05:00:00,9.4164
STJOHNS,WN,2013-03-08 05:00:00,9.7193
STJOHNS,WS,2013-03-08 05:00:00,10.5565
STJOHNS,WS,2013-03-22 05:00:00,10.628
STJOHNS,WN,2013-03-22 05:00:00,9.796
STJOHNS,WN,2013-03-29 05:00:00,9.8681
STJOHNS,WS,2013-03-29 05:00:00,10.1737
STJOHNS,WS,2013-04-15 05:00:00,9.7172
STJOHNS,WN,2013-04-15 05:00:00,8.1885
STJOHNS,WS,2013-04-26 05:00:00,9.2113
STJOHNS,WN,2013-04-26 05:00:00,8.5833
STJOHNS,WS,2013-05-13 05:00:00,8.1751
STJOHNS,WN,2013-05-13 05:00:00,8.4124
STJOHNS,WS,2013-05-24 05:00:00,8.0931
STJOHNS,WN,2013-05-24 05:00:00,8.2155
STJOHNS,WS,2013-06-05 05:00:00,7.8872
STJOHNS,WN,2013-06-05 05:00:00,6.9441
STJOHNS,WN,2013-06-19 05:00:00,7.1933
STJOHNS,WS,2013-06-19 05:00:00,8.0359
STJOHNS,WS,2013-07-03 05:00:00,7.9839
STJOHNS,WN,2013-07-03 05:00:00,6.5859
STJOHNS,WN,2013-07-12 05:00:00,7.6388
STJOHNS,WS,2013-07-12 05:00:00,0.6793
STJOHNS,WS,2013-08-02 05:00:00,4.6294
STJOHNS,WN,2013-08-02 05:00:00,4.921
STJOHNS,WS,2013-08-14 05:00:00,4.6125
STJOHNS,WN,2013-08-14 05:00:00,5.7613
STJOHNS,WS,2013-09-06 05:00:00,4.6404
STJOHNS,WN,2013-09-20 05:00:00,6.8471
STJOHNS,WS,2013-09-20 05:00:00,4.9213
STJOHNS,WS,2013-10-05 05:00:00,4.5541
STJOHNS,WN,2013-10-05 05:00:00,8.8688
STJOHNS,WS,2013-10-30 05:00:00,2.9239
STJOHNS,WS,2013-11-19 05:00:00,5.151
STJOHNS,WN,2013-11-19 05:00:00,15.8635
STJOHNS,WN,2013-12-05 05:00:00,3.4511
STJOHNS,WS,2013-12-05 05:00:00,3.0639
STJOHNS,WN,2013-12-20 05:00:00,3.1938
STJOHNS,WS,2013-12-20 05:00:00,15.4142
STJOHNS,WS,2013-12-30 05:00:00,11.036
STJOHNS,WN,2013-12-30 05:00:00,10.3311
STJOHNS,WN,2014-01-15 05:00:00,10.4471
STJOHNS,WS,2014-01-15 05:00:00,7.9433
STJOHNS,WS,2014-02-25 05:00:00,9.8634
STJOHNS,WN,2014-02-25 05:00:00,9.8167
STJOHNS,WN,2014-04-05 05:00:00,10.6752
STJOHNS,WS,2014-04-05 05:00:00,10.1155
STJOHNS,WS,2014-04-21 05:00:00,9.5878
STJOHNS,WN,2014-04-21 05:00:00,9.3275
STJOHNS,WN,2014-04-30 05:00:00,10.7109
STJOHNS,WS,2014-04-30 05:00:00,10.8564
STJOHNS,WS,2014-05-27 05:00:00,9.322
STJOHNS,WN,2014-05-27 05:00:00,8.234
STJOHNS,WN,2014-06-06 05:00:00,9.3883
STJOHNS,WS,2014-06-06 05:00:00,9.7049
STJOHNS,WS,2014-06-25 05:00:00,8.0796
STJOHNS,WN,2014-06-25 05:00:00,8.5509
STJOHNS,WS,2014-07-03 05:00:00,8.0581
STJOHNS,WN,2014-07-03 05:00:00,8.1238
STJOHNS,WS,2014-08-14 05:00:00,3.1593
STJOHNS,WN,2014-08-14 05:00:00,5.1586
STJOHNS,WS,2014-09-03 05:00:00,2.7764
STJOHNS,WN,2014-09-03 05:00:00,2.7694
STJOHNS,WS,2014-09-23 05:00:00,2.6683
STJOHNS,WN,2014-09-23 05:00:00,2.6767
STJOHNS,WS,2014-10-08 05:00:00,2.92
STJOHNS,WN,2014-10-08 05:00:00,3.63
STJOHNS,WN,2014-10-24 05:00:00,2.19
STJOHNS,WS,2014-10-24 05:00:00,1.77
STJOHNS,WS,2014-11-19 05:00:00,2.37
STJOHNS,WS,2014-12-08 05:00:00,6.06
STJOHNS,WN,2014-12-08 05:00:00,7.18
STJOHNS,WS,2015-01-28 05:00:00,2.904
STJOHNS,WS,2015-03-02 05:00:00,4.73
STJOHNS,WN,2015-03-02 05:00:00,4.98
STJOHNS,WN,2015-03-11 05:00:00,6.641
STJOHNS,WS,2015-03-11 05:00:00,5.54
STJOHNS,WN,2015-03-25 05:00:00,9.057
STJOHNS,WS,2015-03-25 05:00:00,9.266
STJOHNS,WS,2015-04-17 05:00:00,6.45
STJOHNS,WN,2015-04-17 05:00:00,7.44
STJOHNS,WS,2015-05-13 05:00:00,5.99
STJOHNS,WN,2015-05-13 05:00:00,6.31
STJOHNS,WN,2015-06-03 05:00:00,11.81
STJOHNS,WS,2015-06-03 05:00:00,14.07
STJOHNS,WN,2015-07-03 05:00:00,9.02
STJOHNS,WS,2015-07-03 05:00:00,8.13
