uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
HICKS.B,BW,2011-05-24 08:00:00,7.99
HICKS.B,BE,2011-05-24 09:00:00,5.18
HICKS.B,BW,2011-05-24 09:00:00,9.8
HICKS.B,BE,2011-05-24 10:00:00,5.81
HICKS.B,BW,2011-05-24 10:00:00,10.0
HICKS.B,BW,2011-05-24 11:00:00,9.11
HICKS.B,BE,2011-05-24 11:00:00,5.95
HICKS.B,BW,2011-05-24 12:00:00,18.0
HICKS.B,BE,2011-05-24 12:00:00,6.13
HICKS.B,BE,2011-05-24 13:00:00,6.17
HICKS.B,BE,2011-05-24 14:00:00,5.81
HICKS.B,BE,2011-05-24 15:00:00,5.98
HICKS.B,BE,2011-05-24 16:00:00,5.87
HICKS.B,BE,2011-06-10 06:00:00,5.77
HICKS.B,BW,2011-06-10 06:00:00,8.61
HICKS.B,BW,2011-06-10 07:00:00,10.1
HICKS.B,BE,2011-06-10 07:00:00,5.89
HICKS.B,BW,2011-06-10 08:00:00,9.17
HICKS.B,BE,2011-06-10 08:00:00,6.13
HICKS.B,BE,2011-06-10 09:00:00,6.05
HICKS.B,BW,2011-06-10 09:00:00,8.97
HICKS.B,BE,2011-06-10 10:00:00,5.97
HICKS.B,BW,2011-06-10 10:00:00,8.26
HICKS.B,BE,2011-06-10 11:00:00,5.88
HICKS.B,BW,2011-06-10 11:00:00,8.14
HICKS.B,BW,2011-06-10 12:00:00,7.39
HICKS.B,BE,2011-06-10 12:00:00,5.66
HICKS.B,BE,2011-06-10 13:00:00,5.45
HICKS.B,BW,2011-06-10 13:00:00,7.27
HICKS.B,BE,2011-06-10 14:00:00,5.61
HICKS.B,BW,2011-06-10 14:00:00,5.88
HICKS.B,BW,2011-06-10 15:00:00,5.85
HICKS.B,BE,2011-06-10 15:00:00,5.34
HICKS.B,BE,2011-06-10 16:00:00,5.65
HICKS.B,BW,2011-06-10 16:00:00,6.42
HICKS.B,BW,2011-06-10 17:00:00,6.37
HICKS.B,BE,2011-06-10 17:00:00,5.96
HICKS.B,BE,2011-06-10 18:00:00,5.81
HICKS.B,BW,2011-06-10 18:00:00,6.7
HICKS.B,BE,2011-06-10 19:00:00,5.52
HICKS.B,BW,2011-06-10 19:00:00,7.13
HICKS.B,BW,2011-06-10 20:00:00,7.33
HICKS.B,BW,2011-06-10 21:00:00,7.78
HICKS.B,BW,2011-06-10 22:00:00,7.4
HICKS.B,BW,2011-06-10 23:00:00,7.48
HICKS.B,BW,2011-06-11 00:00:00,7.66
HICKS.B,BW,2011-06-11 01:00:00,8.15
HICKS.B,BW,2011-06-11 02:00:00,7.69
HICKS.B,BW,2011-06-11 03:00:00,7.71
HICKS.B,BW,2011-06-11 04:00:00,7.84
HICKS.B,BW,2011-06-11 05:00:00,7.96
HICKS.B,BE,2011-06-16 06:00:00,6.03
HICKS.B,BW,2011-06-16 06:00:00,5.57
HICKS.B,BE,2011-06-16 07:00:00,6.47
HICKS.B,BW,2011-06-16 07:00:00,5.27
HICKS.B,BW,2011-06-16 08:00:00,5.5
HICKS.B,BE,2011-06-16 08:00:00,7.85
HICKS.B,BE,2011-06-16 09:00:00,7.93
HICKS.B,BW,2011-06-16 09:00:00,5.64
HICKS.B,BW,2011-06-16 10:00:00,5.8
HICKS.B,BE,2011-06-16 10:00:00,8.22
HICKS.B,BE,2011-06-16 11:00:00,7.81
HICKS.B,BW,2011-06-16 11:00:00,5.44
HICKS.B,BE,2011-06-16 12:00:00,7.72
HICKS.B,BW,2011-06-16 12:00:00,5.56
HICKS.B,BE,2011-06-16 13:00:00,7.67
HICKS.B,BW,2011-06-16 13:00:00,5.63
HICKS.B,BE,2011-06-16 14:00:00,7.61
HICKS.B,BW,2011-06-16 14:00:00,5.86
HICKS.B,BW,2011-06-16 15:00:00,5.82
HICKS.B,BE,2011-06-16 15:00:00,7.83
HICKS.B,BW,2011-06-16 16:00:00,5.64
HICKS.B,BE,2011-06-16 16:00:00,7.35
HICKS.B,BW,2011-06-16 17:00:00,5.67
HICKS.B,BE,2011-06-16 17:00:00,7.26
HICKS.B,BW,2011-06-16 18:00:00,5.88
HICKS.B,BE,2011-06-16 18:00:00,7.18
HICKS.B,BW,2011-06-16 19:00:00,5.79
HICKS.B,BE,2011-06-16 19:00:00,7.44
HICKS.B,BW,2011-06-16 20:00:00,5.62
HICKS.B,BW,2011-06-16 21:00:00,5.66
HICKS.B,BW,2011-06-16 22:00:00,6.01
HICKS.B,BW,2011-06-16 23:00:00,6.15
HICKS.B,BW,2011-06-17 00:00:00,6.39
HICKS.B,BW,2011-06-17 01:00:00,6.29
HICKS.B,BW,2011-06-17 02:00:00,6.28
HICKS.B,BW,2011-06-17 03:00:00,6.64
HICKS.B,BW,2011-06-17 04:00:00,6.81
HICKS.B,BW,2011-06-17 05:00:00,6.81
HICKS.B,BW,2011-06-30 06:00:00,11.3
HICKS.B,BE,2011-06-30 06:00:00,7.77
HICKS.B,BE,2011-06-30 07:00:00,7.27
HICKS.B,BW,2011-06-30 07:00:00,11.5
HICKS.B,BW,2011-06-30 08:00:00,11.3
HICKS.B,BE,2011-06-30 08:00:00,7.22
HICKS.B,BE,2011-06-30 09:00:00,7.03
HICKS.B,BW,2011-06-30 09:00:00,11.6
HICKS.B,BW,2011-06-30 10:00:00,11.6
HICKS.B,BE,2011-06-30 10:00:00,7.32
HICKS.B,BW,2011-06-30 11:00:00,11.4
HICKS.B,BE,2011-06-30 11:00:00,7.57
HICKS.B,BE,2011-06-30 12:00:00,7.27
HICKS.B,BW,2011-06-30 12:00:00,11.6
HICKS.B,BW,2011-06-30 13:00:00,11.5
HICKS.B,BE,2011-06-30 13:00:00,7.11
HICKS.B,BE,2011-06-30 14:00:00,6.84
HICKS.B,BW,2011-06-30 14:00:00,11.2
HICKS.B,BE,2011-06-30 15:00:00,6.88
HICKS.B,BW,2011-06-30 15:00:00,11.3
HICKS.B,BE,2011-06-30 16:00:00,10.1
HICKS.B,BW,2011-06-30 16:00:00,11.1
HICKS.B,BW,2011-06-30 17:00:00,11.8
HICKS.B,BE,2011-06-30 17:00:00,9.2
HICKS.B,BW,2011-06-30 18:00:00,11.2
HICKS.B,BE,2011-06-30 18:00:00,8.87
HICKS.B,BE,2011-06-30 19:00:00,8.78
HICKS.B,BW,2011-06-30 19:00:00,11.7
HICKS.B,BE,2011-06-30 20:00:00,9.2
HICKS.B,BW,2011-06-30 20:00:00,11.5
HICKS.B,BW,2011-06-30 21:00:00,11.4
HICKS.B,BE,2011-06-30 21:00:00,8.8
HICKS.B,BW,2011-06-30 22:00:00,11.3
HICKS.B,BE,2011-06-30 22:00:00,8.54
HICKS.B,BW,2011-06-30 23:00:00,11.3
HICKS.B,BE,2011-06-30 23:00:00,8.32
HICKS.B,BE,2011-07-01 00:00:00,8.3
HICKS.B,BW,2011-07-01 00:00:00,11.4
HICKS.B,BE,2011-07-01 01:00:00,8.65
HICKS.B,BW,2011-07-01 01:00:00,11.3
HICKS.B,BE,2011-07-01 02:00:00,8.51
HICKS.B,BW,2011-07-01 02:00:00,11.6
HICKS.B,BW,2011-07-01 03:00:00,11.2
HICKS.B,BE,2011-07-01 03:00:00,8.31
HICKS.B,BW,2011-07-01 04:00:00,10.9
HICKS.B,BE,2011-07-01 04:00:00,8.43
HICKS.B,BE,2011-07-01 05:00:00,8.22
HICKS.B,BW,2011-07-01 05:00:00,11.1
HICKS.B,BE,2012-05-07 13:00:00,1.051
HICKS.B,BE,2012-05-28 12:00:00,1.587
HICKS.B,BW,2012-05-29 13:00:00,22.145
HICKS.B,BE,2012-05-29 13:00:00,1.799
HICKS.B,BE,2012-05-31 19:00:00,13.973
HICKS.B,BE,2012-06-04 00:00:00,13.37
HICKS.B,BE,2013-05-15 13:00:00,10.4
HICKS.B,BE,2013-05-24 13:00:00,13.6
HICKS.B,BE,2013-05-31 13:00:00,13.6
HICKS.B,BW,2013-06-16 16:00:00,19.5
HICKS.B,BW,2013-06-23 02:00:00,25.9
HICKS.B,BW,2013-06-23 04:00:00,26.1
HICKS.B,BW,2013-06-23 06:00:00,26.3
HICKS.B,BW,2013-06-23 08:00:00,30.3
HICKS.B,BW,2013-06-23 09:00:00,30.0
HICKS.B,BE,2013-06-23 11:00:00,35.95
HICKS.B,BW,2013-06-23 11:00:00,29.9
HICKS.B,BE,2013-06-23 12:00:00,35.95
HICKS.B,BW,2013-06-23 12:00:00,31.3
HICKS.B,BE,2013-06-23 13:00:00,35.6
HICKS.B,BE,2013-06-23 14:00:00,28.2
HICKS.B,BW,2013-06-23 14:00:00,34.5
HICKS.B,BW,2013-06-23 15:00:00,34.6
HICKS.B,BE,2013-06-23 15:00:00,25.3
HICKS.B,BE,2013-06-23 16:00:00,26.6
HICKS.B,BE,2013-06-23 17:00:00,27.0
HICKS.B,BW,2013-06-23 17:00:00,34.7
HICKS.B,BW,2013-06-23 18:00:00,34.8
HICKS.B,BE,2013-06-23 18:00:00,27.6
HICKS.B,BE,2013-06-23 19:00:00,27.8
HICKS.B,BW,2013-06-23 20:00:00,35.0
HICKS.B,BE,2013-06-23 20:00:00,28.5
HICKS.B,BE,2013-06-23 21:00:00,28.8
HICKS.B,BW,2013-06-23 22:00:00,34.9
HICKS.B,BE,2013-06-23 22:00:00,29.5
HICKS.B,BE,2013-06-23 23:00:00,29.4
HICKS.B,BW,2013-06-23 23:00:00,35.3
HICKS.B,BE,2013-06-24 00:00:00,29.1
HICKS.B,BE,2013-06-24 01:00:00,28.7
HICKS.B,BW,2013-06-24 01:00:00,35.4
HICKS.B,BE,2013-06-24 02:00:00,28.4
HICKS.B,BW,2013-06-24 02:00:00,35.4
HICKS.B,BE,2013-06-24 03:00:00,28.3
HICKS.B,BW,2013-06-24 04:00:00,35.6
HICKS.B,BE,2013-06-24 04:00:00,27.9
HICKS.B,BE,2013-06-24 06:00:00,27.6
HICKS.B,BW,2013-06-24 06:00:00,35.5
HICKS.B,BW,2013-06-24 07:00:00,35.1
HICKS.B,BE,2013-06-24 07:00:00,27.5
HICKS.B,BE,2013-06-24 09:00:00,26.9
HICKS.B,BW,2013-06-24 09:00:00,35.4
HICKS.B,BW,2013-06-24 11:00:00,35.8
HICKS.B,BE,2013-06-24 11:00:00,26.2
HICKS.B,BW,2013-06-24 13:00:00,35.4
HICKS.B,BE,2013-06-24 14:00:00,25.8
HICKS.B,BW,2013-06-24 14:00:00,35.3
HICKS.B,BW,2013-06-24 16:00:00,35.4
HICKS.B,BE,2013-06-24 17:00:00,25.5
HICKS.B,BW,2013-06-24 18:00:00,35.4
HICKS.B,BW,2013-06-24 19:00:00,36.0
HICKS.B,BW,2013-06-24 21:00:00,35.9
HICKS.B,BE,2013-06-24 21:00:00,25.4
HICKS.B,BW,2013-06-24 23:00:00,35.6
HICKS.B,BW,2013-06-25 01:00:00,35.7
HICKS.B,BE,2013-06-25 03:00:00,25.0
HICKS.B,BW,2013-06-25 03:00:00,35.8
HICKS.B,BW,2013-06-25 04:00:00,35.8
HICKS.B,BW,2013-06-25 06:00:00,35.7
HICKS.B,BW,2013-06-25 08:00:00,35.9
HICKS.B,BW,2013-06-25 10:00:00,35.7
HICKS.B,BE,2013-06-25 11:00:00,25.1
HICKS.B,BW,2013-06-25 12:00:00,35.4
HICKS.B,BW,2013-06-25 14:00:00,35.1
HICKS.B,BW,2013-06-25 15:00:00,35.0
HICKS.B,BW,2013-06-25 17:00:00,35.0
HICKS.B,BW,2013-06-25 19:00:00,34.8
HICKS.B,BW,2013-06-25 21:00:00,34.8
HICKS.B,BW,2013-06-25 23:00:00,34.7
HICKS.B,BW,2013-06-26 01:00:00,34.7
HICKS.B,BW,2013-06-26 03:00:00,34.2
HICKS.B,BW,2013-06-26 05:00:00,33.9
HICKS.B,BW,2013-06-26 07:00:00,33.8
HICKS.B,BW,2013-06-26 09:00:00,33.4
HICKS.B,BE,2013-06-26 09:00:00,23.7
HICKS.B,BW,2013-06-26 11:00:00,33.3
HICKS.B,BW,2013-06-26 12:00:00,33.3
HICKS.B,BE,2013-06-27 04:00:00,22.2
HICKS.B,BW,2013-06-27 21:00:00,33.2
HICKS.B,BE,2013-06-29 13:00:00,21.4
HICKS.B,BE,2014-04-24 23:00:00,19.2
HICKS.B,BE,2014-05-01 00:00:00,25.5
HICKS.B,BE,2014-05-01 01:00:00,26.5
HICKS.B,BE,2014-05-01 04:00:00,27.3
HICKS.B,BE,2014-05-01 06:00:00,27.2
HICKS.B,BE,2014-05-01 08:00:00,26.6
HICKS.B,BE,2014-05-01 13:00:00,25.5
HICKS.B,BW,2014-06-16 14:00:00,34.6
HICKS.B,BW,2014-06-16 16:00:00,34.4
HICKS.B,BW,2014-06-16 18:00:00,34.2
HICKS.B,BE,2014-06-16 20:00:00,22.4
HICKS.B,BW,2014-06-16 20:00:00,34.7
HICKS.B,BW,2014-06-16 22:00:00,34.6
HICKS.B,BE,2014-06-16 23:00:00,22.3
HICKS.B,BW,2014-06-17 00:00:00,35.0
HICKS.B,BE,2014-06-17 01:00:00,22.0
HICKS.B,BW,2014-06-17 02:00:00,34.9
HICKS.B,BE,2014-06-17 03:00:00,22.1
HICKS.B,BW,2014-06-17 04:00:00,35.1
HICKS.B,BE,2014-06-17 05:00:00,21.8
HICKS.B,BW,2014-06-17 06:00:00,34.9
HICKS.B,BE,2014-06-17 07:00:00,21.3
HICKS.B,BW,2014-06-17 08:00:00,34.2
HICKS.B,BE,2014-06-17 10:00:00,21.2
HICKS.B,BW,2014-06-17 10:00:00,34.4
HICKS.B,BE,2014-06-17 12:00:00,21.2
HICKS.B,BW,2014-06-17 12:00:00,33.7
HICKS.B,BE,2014-06-17 14:00:00,21.1
HICKS.B,BW,2014-06-17 14:00:00,33.8
HICKS.B,BW,2014-06-17 15:00:00,34.7
HICKS.B,BW,2014-06-17 17:00:00,35.5
HICKS.B,BE,2014-06-17 17:00:00,21.3
HICKS.B,BW,2014-06-17 18:00:00,35.3
HICKS.B,BW,2014-06-17 20:00:00,34.8
HICKS.B,BE,2014-06-17 20:00:00,20.6
HICKS.B,BW,2014-06-17 21:00:00,34.9
HICKS.B,BW,2014-06-17 23:00:00,34.6
HICKS.B,BE,2014-06-18 00:00:00,19.5
HICKS.B,BW,2014-06-18 01:00:00,34.5
HICKS.B,BW,2014-06-18 02:00:00,34.0
HICKS.B,BW,2014-06-18 04:00:00,34.5
HICKS.B,BW,2014-06-18 06:00:00,33.5
HICKS.B,BW,2014-06-18 07:00:00,33.5
HICKS.B,BE,2014-06-18 08:00:00,19.1
HICKS.B,BW,2014-06-18 16:00:00,32.5
HICKS.B,BW,2014-06-18 18:00:00,32.2
HICKS.B,BW,2014-06-18 19:00:00,32.0
HICKS.B,BW,2014-06-18 21:00:00,31.9
HICKS.B,BW,2014-06-18 23:00:00,31.4
HICKS.B,BW,2014-06-19 01:00:00,31.1
HICKS.B,BW,2014-06-19 03:00:00,31.2
HICKS.B,BW,2014-06-19 04:00:00,31.0
HICKS.B,BW,2014-06-19 06:00:00,31.0
HICKS.B,BW,2014-06-19 08:00:00,30.6
HICKS.B,BW,2014-06-19 10:00:00,33.1
HICKS.B,BW,2014-06-19 11:00:00,32.3
HICKS.B,BE,2014-06-19 12:00:00,20.1
HICKS.B,BW,2014-06-19 13:00:00,32.2
HICKS.B,BW,2014-06-19 15:00:00,32.2
HICKS.B,BW,2014-06-19 16:00:00,32.0
HICKS.B,BW,2014-06-19 18:00:00,31.9
HICKS.B,BW,2014-06-19 20:00:00,31.4
HICKS.B,BW,2014-06-19 21:00:00,31.3
HICKS.B,BE,2014-06-19 22:00:00,12.2
HICKS.B,BW,2014-06-19 23:00:00,31.2
HICKS.B,BW,2014-06-20 01:00:00,31.5
HICKS.B,BW,2014-06-20 02:00:00,31.4
HICKS.B,BW,2014-06-20 04:00:00,31.3
HICKS.B,BW,2014-06-20 06:00:00,31.0
HICKS.B,BW,2014-06-20 08:00:00,30.6
HICKS.B,BW,2014-06-21 01:00:00,30.4
HICKS.B,BW,2014-06-21 03:00:00,30.5
HICKS.B,BE,2014-06-21 05:00:00,20.6
HICKS.B,BW,2014-06-21 05:00:00,30.2
HICKS.B,BW,2014-06-21 07:00:00,29.7
HICKS.B,BW,2014-06-21 09:00:00,29.6
HICKS.B,BW,2014-06-21 11:00:00,29.1
HICKS.B,BW,2014-06-21 12:00:00,29.0
HICKS.B,BW,2014-06-21 14:00:00,28.7
HICKS.B,BW,2014-06-21 16:00:00,28.7
HICKS.B,BW,2014-06-21 18:00:00,28.7
HICKS.B,BW,2014-06-21 20:00:00,29.0
HICKS.B,BW,2014-06-21 22:00:00,29.2
HICKS.B,BW,2014-06-22 00:00:00,29.4
HICKS.B,BW,2014-06-22 02:00:00,29.0
HICKS.B,BW,2014-06-22 04:00:00,29.0
HICKS.B,BW,2014-06-22 06:00:00,28.6
HICKS.B,BW,2014-06-22 08:00:00,28.5
HICKS.B,BW,2014-06-22 09:00:00,28.4
HICKS.B,BW,2014-06-22 11:00:00,27.9
HICKS.B,BW,2014-06-22 13:00:00,27.3
HICKS.B,BW,2014-06-22 15:00:00,27.0
HICKS.B,BW,2014-06-22 17:00:00,27.5
HICKS.B,BW,2014-06-22 19:00:00,26.9
HICKS.B,BW,2014-06-22 21:00:00,27.0
HICKS.B,BW,2014-06-23 18:00:00,24.8
HICKS.B,BW,2014-06-23 20:00:00,25.1
HICKS.B,BW,2014-06-23 22:00:00,24.8
HICKS.B,BW,2014-06-24 00:00:00,25.0
HICKS.B,BW,2014-06-24 02:00:00,24.5
HICKS.B,BW,2014-06-24 04:00:00,24.7
HICKS.B,BW,2014-06-24 06:00:00,24.7
HICKS.B,BW,2014-06-24 08:00:00,23.9
HICKS.B,BW,2014-06-24 11:00:00,23.6
HICKS.B,BW,2014-06-24 13:00:00,27.3
HICKS.B,BW,2014-06-24 15:00:00,29.0
HICKS.B,BW,2014-06-24 17:00:00,29.1
HICKS.B,BW,2014-06-24 19:00:00,29.6
HICKS.B,BW,2014-06-24 22:00:00,29.6
HICKS.B,BW,2014-06-25 00:00:00,29.6
HICKS.B,BW,2014-06-25 02:00:00,30.1
HICKS.B,BW,2014-06-25 05:00:00,29.8
HICKS.B,BW,2014-06-25 07:00:00,29.6
HICKS.B,BW,2014-06-25 09:00:00,29.6
HICKS.B,BW,2014-06-25 12:00:00,29.3
HICKS.B,BW,2014-06-25 14:00:00,29.1
HICKS.B,BW,2014-06-25 17:00:00,28.9
HICKS.B,BW,2014-06-25 20:00:00,28.9
HICKS.B,BW,2014-06-25 22:00:00,28.9
HICKS.B,BE,2014-06-26 07:00:00,19.0
HICKS.B,BE,2015-06-04 13:00:00,17.5
HICKS.B,BE,2015-06-10 13:00:00,19.1
HICKS.B,BW,2015-06-22 11:00:00,21.3
HICKS.B,BW,2015-06-22 21:00:00,23.0
HICKS.B,BW,2015-06-23 03:00:00,24.2
HICKS.B,BW,2015-06-23 08:00:00,25.6
HICKS.B,BE,2015-06-23 13:00:00,24.7
HICKS.B,BW,2015-06-23 17:00:00,26.5
HICKS.B,BW,2015-06-23 22:00:00,26.0
HICKS.B,BW,2015-06-24 02:00:00,25.5
HICKS.B,BW,2015-06-24 07:00:00,25.5
HICKS.B,BW,2015-06-24 12:00:00,25.3
HICKS.B,BW,2015-06-24 13:00:00,25.5
HICKS.B,BW,2015-06-24 16:00:00,25.1
HICKS.B,BW,2015-06-24 21:00:00,24.8
HICKS.B,BW,2015-06-25 02:00:00,24.6
HICKS.B,BW,2015-06-25 07:00:00,24.1
HICKS.B,BW,2015-06-25 13:00:00,23.8
HICKS.B,BW,2015-06-25 19:00:00,23.4
HICKS.B,BW,2015-06-26 01:00:00,22.9
HICKS.B,BW,2015-06-26 07:00:00,22.6
HICKS.B,BE,2015-06-26 13:00:00,23.1
HICKS.B,BW,2015-06-26 15:00:00,21.9
HICKS.B,BW,2015-06-26 17:00:00,21.9
HICKS.B,BW,2015-06-27 01:00:00,21.1
HICKS.B,BW,2015-06-27 11:00:00,20.3
HICKS.B,BW,2015-06-27 21:00:00,19.7
HICKS.B,BW,2015-06-28 09:00:00,19.2
HICKS.B,BW,2015-06-29 00:00:00,19.2
HICKS.B,BW,2015-06-29 08:00:00,19.2
HICKS.B,BE,2015-06-30 13:00:00,19.9
HICKS.B,BW,2015-06-30 16:00:00,18.8
HICKS.B,BW,2015-07-01 03:00:00,19.4
HICKS.B,BE,2015-07-06 13:00:00,20.1
HICKS.B,BW,2015-07-07 02:00:00,20.4
HICKS.B,BW,2015-07-07 09:00:00,20.3
HICKS.B,BW,2015-07-07 16:00:00,20.3
HICKS.B,BW,2015-07-07 22:00:00,20.2
HICKS.B,BE,2015-07-10 13:00:00,19.0
HICKS.B,BE,2015-07-16 13:00:00,13.6
HICKS.B,BW,2015-07-18 06:00:00,20.2
HICKS.B,BW,2015-07-18 13:00:00,20.2
HICKS.B,BW,2015-07-18 21:00:00,20.2
HICKS.B,BW,2015-07-19 05:00:00,20.4
HICKS.B,BW,2015-07-19 16:00:00,20.4
