uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
SERF,S4,2011-06-23 06:00:00,10.26
SERF,S6,2011-06-23 06:00:00,10.26
SERF,S3,2011-06-23 06:00:00,8.57
SERF,S2,2011-06-23 06:00:00,9.33
SERF,S1,2011-06-23 06:00:00,12.54
SERF,S2,2012-05-04 06:00:00,16.22
SERF,S4,2012-05-04 06:00:00,12.96
SERF,S5,2012-05-04 06:00:00,12.04
SERF,S6,2012-05-04 06:00:00,10.57
SERF,S3,2012-05-04 06:00:00,9.47
SERF,S1,2012-05-04 06:00:00,16.35
SERF,S1,2012-05-07 06:00:00,17.61
SERF,S3,2012-05-07 06:00:00,14.19
SERF,S4,2012-05-07 06:00:00,16.08
SERF,S2,2012-05-07 06:00:00,13.97
SERF,S6,2012-05-07 06:00:00,15.87
SERF,S5,2012-05-07 06:00:00,13.75
SERF,S4,2012-05-08 06:00:00,13.31
SERF,S2,2012-05-08 06:00:00,13.02
SERF,S5,2012-05-08 06:00:00,13.3
SERF,S3,2012-05-08 06:00:00,12.5
SERF,S6,2012-05-08 06:00:00,13.71
SERF,S1,2012-05-08 06:00:00,16.33
SERF,S1,2012-05-11 06:00:00,16.64
SERF,S5,2012-05-11 06:00:00,12.05
SERF,S6,2012-05-11 06:00:00,13.04
SERF,S2,2012-05-11 06:00:00,10.71
SERF,S4,2012-05-11 06:00:00,11.56
SERF,S5,2012-05-15 06:00:00,11.49
SERF,S2,2012-05-15 06:00:00,9.62
SERF,S2,2012-05-26 06:00:00,8.48
SERF,S5,2012-05-26 06:00:00,10.45
SERF,S2,2012-05-29 06:00:00,8.56
SERF,S5,2012-05-29 06:00:00,10.36
SERF,S2,2012-06-04 06:00:00,8.44
SERF,S5,2012-06-04 06:00:00,10.13
SERF,S5,2012-06-08 06:00:00,10.05
SERF,S2,2012-06-08 06:00:00,8.44
SERF,S2,2012-06-11 06:00:00,8.39
SERF,S2,2012-06-15 06:00:00,8.38
SERF,S2,2012-06-18 06:00:00,9.32
SERF,S5,2012-06-18 06:00:00,10.12
SERF,S5,2012-06-21 06:00:00,9.83
SERF,S2,2012-06-21 06:00:00,8.08
SERF,S2,2012-06-25 06:00:00,7.91
SERF,S6,2013-04-22 06:00:00,7.61
SERF,S1,2013-04-22 06:00:00,11.24
SERF,S4,2013-04-22 06:00:00,8.35
SERF,S2,2013-04-22 06:00:00,8.82
SERF,S5,2013-04-22 06:00:00,8.97
SERF,S5,2013-04-25 06:00:00,8.5
SERF,S1,2013-04-25 06:00:00,10.47
SERF,S2,2013-04-25 06:00:00,8.28
SERF,S2,2013-04-29 06:00:00,8.08
SERF,S5,2013-04-29 06:00:00,8.08
SERF,S5,2013-05-01 06:00:00,7.9
SERF,S2,2013-05-01 06:00:00,7.93
SERF,S2,2013-05-06 06:00:00,9.16
SERF,S5,2013-05-06 06:00:00,9.14
SERF,S3,2013-05-06 06:00:00,8.93
SERF,S6,2013-05-06 06:00:00,9.42
SERF,S1,2013-05-06 06:00:00,11.37
SERF,S4,2013-05-06 06:00:00,8.27
SERF,S5,2013-05-09 06:00:00,8.96
SERF,S2,2013-05-09 06:00:00,8.91
SERF,S1,2013-05-09 06:00:00,11.3
SERF,S3,2013-05-13 06:00:00,7.65
SERF,S2,2013-05-13 06:00:00,8.47
SERF,S5,2013-05-13 06:00:00,8.46
SERF,S2,2013-05-16 06:00:00,8.38
SERF,S3,2013-05-16 06:00:00,7.15
SERF,S5,2013-05-16 06:00:00,8.43
SERF,S2,2013-05-20 06:00:00,8.41
SERF,S5,2013-05-20 06:00:00,8.14
SERF,S3,2013-05-20 06:00:00,6.78
SERF,S5,2013-05-23 06:00:00,8.26
SERF,S2,2013-05-23 06:00:00,8.3
SERF,S4,2013-05-28 06:00:00,9.33
SERF,S1,2013-05-28 06:00:00,14.66
SERF,S2,2013-05-28 06:00:00,10.43
SERF,S6,2013-05-28 06:00:00,10.62
SERF,S3,2013-05-28 06:00:00,10.12
SERF,S5,2013-05-28 06:00:00,10.31
SERF,S6,2013-05-30 06:00:00,10.69
SERF,S3,2013-05-30 06:00:00,10.45
SERF,S2,2013-05-30 06:00:00,10.46
SERF,S1,2013-05-30 06:00:00,14.28
SERF,S4,2013-05-30 06:00:00,10.02
SERF,S5,2013-05-30 06:00:00,10.96
SERF,S4,2013-06-03 06:00:00,11.79
SERF,S1,2013-06-03 06:00:00,12.54
SERF,S3,2013-06-03 06:00:00,9.99
SERF,S2,2013-06-03 06:00:00,10.94
SERF,S5,2013-06-03 06:00:00,10.11
SERF,S2,2013-06-06 06:00:00,10.57
SERF,S5,2013-06-06 06:00:00,9.37
SERF,S3,2013-06-06 06:00:00,8.79
SERF,S5,2013-06-10 06:00:00,9.27
SERF,S3,2013-06-10 06:00:00,8.1
SERF,S2,2013-06-10 06:00:00,10.38
SERF,S5,2013-06-13 06:00:00,9.2
SERF,S2,2013-06-13 06:00:00,10.1
SERF,S2,2013-06-17 06:00:00,10.03
SERF,S5,2013-06-17 06:00:00,9.09
SERF,S2,2013-06-20 06:00:00,10.01
SERF,S5,2013-06-20 06:00:00,9.03
SERF,S5,2013-06-24 06:00:00,8.94
SERF,S2,2013-06-24 06:00:00,9.94
SERF,S6,2013-06-27 06:00:00,9.75
SERF,S4,2013-06-27 06:00:00,13.74
SERF,S5,2013-06-27 06:00:00,10.17
SERF,S2,2013-06-27 06:00:00,10.76
SERF,S3,2013-06-27 06:00:00,13.77
SERF,S1,2013-06-27 06:00:00,14.1
SERF,S5,2013-07-01 06:00:00,10.16
SERF,S1,2013-07-01 06:00:00,13.53
SERF,S3,2013-07-01 06:00:00,11.49
SERF,S2,2013-07-01 06:00:00,10.55
SERF,S4,2013-07-01 06:00:00,13.09
SERF,S2,2013-07-03 06:00:00,10.62
SERF,S5,2013-07-03 06:00:00,9.82
SERF,S5,2013-07-08 06:00:00,9.49
SERF,S2,2013-07-08 06:00:00,10.5
SERF,S5,2013-07-11 06:00:00,9.24
SERF,S2,2013-07-11 06:00:00,10.41
SERF,S2,2013-07-15 06:00:00,10.25
SERF,S5,2013-07-15 06:00:00,9.04
SERF,S2,2013-07-22 06:00:00,8.9
SERF,S6,2014-06-20 06:00:00,13.03
SERF,S5,2014-06-20 06:00:00,17.53
SERF,S2,2014-06-20 06:00:00,18.35
SERF,S1,2014-06-20 06:00:00,24.56
SERF,S3,2014-06-20 06:00:00,12.17
SERF,S4,2014-06-20 06:00:00,14.75
SERF,S2,2014-06-23 06:00:00,16.09
SERF,S5,2014-06-23 06:00:00,17.88
SERF,S1,2014-06-23 06:00:00,19.48
SERF,S4,2014-06-23 06:00:00,16.26
SERF,S3,2014-06-23 06:00:00,16.61
SERF,S6,2014-06-23 06:00:00,16.53
SERF,S6,2014-06-26 06:00:00,15.2
SERF,S2,2014-06-26 06:00:00,13.95
SERF,S5,2014-06-26 06:00:00,15.19
SERF,S1,2014-06-26 06:00:00,16.95
SERF,S3,2014-06-26 06:00:00,15.92
SERF,S4,2014-06-26 06:00:00,14.75
SERF,S6,2014-07-01 06:00:00,13.12
SERF,S2,2014-07-01 06:00:00,13.27
SERF,S3,2014-07-01 06:00:00,14.26
SERF,S1,2014-07-01 06:00:00,16.25
SERF,S4,2014-07-01 06:00:00,13.67
SERF,S5,2014-07-01 06:00:00,14.61
SERF,S5,2014-07-03 06:00:00,14.44
SERF,S4,2014-07-03 06:00:00,14.08
SERF,S2,2014-07-03 06:00:00,13.76
SERF,S6,2014-07-03 06:00:00,11.72
SERF,S1,2014-07-03 06:00:00,16.28
SERF,S3,2014-07-03 06:00:00,14.69
SERF,S1,2014-07-07 06:00:00,15.52
SERF,S3,2014-07-07 06:00:00,14.1
SERF,S5,2014-07-07 06:00:00,13.95
SERF,S6,2014-07-07 06:00:00,11.77
SERF,S2,2014-07-07 06:00:00,13.55
SERF,S4,2014-07-07 06:00:00,12.99
SERF,S6,2014-07-10 06:00:00,9.54
SERF,S5,2014-07-10 06:00:00,11.4
SERF,S4,2014-07-10 06:00:00,13.31
SERF,S2,2014-07-10 06:00:00,13.03
SERF,S3,2014-07-10 06:00:00,13.96
SERF,S1,2014-07-10 06:00:00,14.96
SERF,S2,2014-07-14 06:00:00,9.97
SERF,S6,2014-07-14 06:00:00,9.35
SERF,S1,2014-07-14 06:00:00,13.05
SERF,S4,2014-07-14 06:00:00,11.19
SERF,S3,2014-07-14 06:00:00,11.68
SERF,S5,2014-07-14 06:00:00,10.88
SERF,S6,2014-07-18 06:00:00,9.33
SERF,S4,2014-07-18 06:00:00,11.47
SERF,S1,2014-07-18 06:00:00,13.28
SERF,S3,2014-07-18 06:00:00,11.68
SERF,S2,2014-07-18 06:00:00,9.92
SERF,S2,2014-09-12 06:00:00,10.62
SERF,S5,2014-09-12 06:00:00,10.48
SERF,S2,2014-09-16 06:00:00,10.46
SERF,S2,2014-09-24 06:00:00,10.8
SERF,S2,2014-09-30 06:00:00,10.75
SERF,S2,2014-10-06 06:00:00,13.93
SERF,S5,2014-10-06 06:00:00,14.05
SERF,S5,2014-10-09 06:00:00,14.03
SERF,S2,2014-10-09 06:00:00,13.93
SERF,S5,2014-10-13 06:00:00,14.03
SERF,S2,2014-10-13 06:00:00,13.79
SERF,S1,2014-10-16 06:00:00,14.05
SERF,S2,2014-10-16 06:00:00,12.88
SERF,S4,2014-10-16 06:00:00,12.44
SERF,S5,2014-10-16 06:00:00,13.35
SERF,S6,2014-10-16 06:00:00,13.13
SERF,S3,2014-10-16 06:00:00,13.3
SERF,S5,2014-10-20 06:00:00,13.89
SERF,S2,2014-10-20 06:00:00,13.72
SERF,S1,2014-10-20 06:00:00,14.57
SERF,S2,2014-10-23 06:00:00,13.53
SERF,S5,2014-10-23 06:00:00,13.52
SERF,S5,2014-10-27 06:00:00,13.47
SERF,S2,2014-10-27 06:00:00,13.38
SERF,S5,2014-10-30 06:00:00,13.42
SERF,S2,2014-10-30 06:00:00,12.97
SERF,S5,2014-11-03 06:00:00,13.45
SERF,S2,2014-11-03 06:00:00,13.01
SERF,S2,2014-11-07 06:00:00,12.77
SERF,S5,2014-11-07 06:00:00,13.46
SERF,S5,2014-11-10 06:00:00,13.52
SERF,S2,2014-11-10 06:00:00,12.99
SERF,S2,2015-04-17 06:00:00,7.77
SERF,S2,2015-04-21 06:00:00,7.4
SERF,S2,2015-04-23 06:00:00,7.37
SERF,S2,2015-04-27 06:00:00,8.82
SERF,S5,2015-04-27 06:00:00,10.31
SERF,S1,2015-04-27 06:00:00,10.97
SERF,S3,2015-04-27 06:00:00,9.31
SERF,S4,2015-04-27 06:00:00,9.23
SERF,S3,2015-04-30 06:00:00,8.93
SERF,S2,2015-04-30 06:00:00,8.44
SERF,S5,2015-04-30 06:00:00,10.1
SERF,S2,2015-05-04 06:00:00,7.95
SERF,S5,2015-05-04 06:00:00,10.01
SERF,S5,2015-05-07 06:00:00,10.41
SERF,S2,2015-05-07 06:00:00,8.54
SERF,S3,2015-05-07 06:00:00,9.04
SERF,S5,2015-05-11 06:00:00,10.62
SERF,S4,2015-05-11 06:00:00,10.47
SERF,S2,2015-05-11 06:00:00,8.92
SERF,S3,2015-05-11 06:00:00,9.21
SERF,S1,2015-05-11 06:00:00,11.63
SERF,S6,2015-05-11 06:00:00,10.95
SERF,S4,2015-05-14 06:00:00,10.53
SERF,S1,2015-05-14 06:00:00,11.47
SERF,S2,2015-05-14 06:00:00,8.95
SERF,S3,2015-05-14 06:00:00,9.31
SERF,S5,2015-05-14 06:00:00,10.35
SERF,S6,2015-05-14 06:00:00,10.94
SERF,S5,2015-05-18 06:00:00,10.44
SERF,S4,2015-05-18 06:00:00,10.58
SERF,S2,2015-05-18 06:00:00,8.16
SERF,S6,2015-05-18 06:00:00,10.98
SERF,S3,2015-05-18 06:00:00,9.16
SERF,S1,2015-05-18 06:00:00,11.73
SERF,S5,2015-05-21 06:00:00,10.44
SERF,S2,2015-05-21 06:00:00,8.47
SERF,S4,2015-05-21 06:00:00,10.56
SERF,S1,2015-05-21 06:00:00,11.77
SERF,S3,2015-05-21 06:00:00,9.27
SERF,S6,2015-05-21 06:00:00,10.94
SERF,S5,2015-05-26 06:00:00,11.71
SERF,S3,2015-05-26 06:00:00,13.49
SERF,S2,2015-05-26 06:00:00,11.07
SERF,S6,2015-05-26 06:00:00,13.66
SERF,S1,2015-05-26 06:00:00,14.25
SERF,S4,2015-05-26 06:00:00,12.93
SERF,S1,2015-05-28 06:00:00,12.75
SERF,S2,2015-05-28 06:00:00,11.08
SERF,S3,2015-05-28 06:00:00,13.38
SERF,S6,2015-05-28 06:00:00,13.34
SERF,S5,2015-05-28 06:00:00,11.87
SERF,S4,2015-05-28 06:00:00,13.94
SERF,S6,2015-06-01 06:00:00,9.06
SERF,S3,2015-06-01 06:00:00,13.91
SERF,S4,2015-06-01 06:00:00,10.87
SERF,S5,2015-06-01 06:00:00,13.01
SERF,S1,2015-06-01 06:00:00,10.08
SERF,S2,2015-06-01 06:00:00,13.33
SERF,S5,2015-06-04 06:00:00,8.9
SERF,S2,2015-06-04 06:00:00,10.7
SERF,S2,2015-06-08 06:00:00,10.79
SERF,S5,2015-06-08 06:00:00,8.82
SERF,S1,2015-06-11 06:00:00,9.57
SERF,S5,2015-06-11 06:00:00,12.99
SERF,S4,2015-06-11 06:00:00,10.74
SERF,S3,2015-06-11 06:00:00,13.54
SERF,S6,2015-06-11 06:00:00,8.74
SERF,S2,2015-06-11 06:00:00,13.24
SERF,S6,2015-06-15 06:00:00,15.42
SERF,S4,2015-06-15 06:00:00,14.46
SERF,S5,2015-06-15 06:00:00,14.49
SERF,S2,2015-06-15 06:00:00,13.59
SERF,S3,2015-06-15 06:00:00,15.61
SERF,S1,2015-06-15 06:00:00,15.78
SERF,S1,2015-06-17 06:00:00,15.84
SERF,S3,2015-06-17 06:00:00,16.29
SERF,S5,2015-06-17 06:00:00,13.88
SERF,S2,2015-06-17 06:00:00,12.96
SERF,S4,2015-06-17 06:00:00,12.66
SERF,S6,2015-06-17 06:00:00,15.39
SERF,S2,2015-06-22 06:00:00,12.26
SERF,S1,2015-06-22 06:00:00,12.87
SERF,S5,2015-06-22 06:00:00,12.25
SERF,S3,2015-06-25 06:00:00,14.89
SERF,S2,2015-06-25 06:00:00,12.46
SERF,S1,2015-06-25 06:00:00,14.63
SERF,S6,2015-06-25 06:00:00,13.96
SERF,S5,2015-06-25 06:00:00,9.18
SERF,S4,2015-06-25 06:00:00,14.26
SERF,S2,2015-06-29 06:00:00,12.72
SERF,S1,2015-06-29 06:00:00,12.78
SERF,S5,2015-06-29 06:00:00,12.25
SERF,S5,2015-07-02 06:00:00,12.08
SERF,S2,2015-07-02 06:00:00,12.51
SERF,S2,2015-07-06 06:00:00,12.14
SERF,S5,2015-07-06 06:00:00,12.05
SERF,S5,2015-07-07 06:00:00,11.7
SERF,S6,2015-07-07 06:00:00,13.88
SERF,S4,2015-07-07 06:00:00,14.32
SERF,S1,2015-07-07 06:00:00,12.24
SERF,S3,2015-07-07 06:00:00,16.38
SERF,S2,2015-07-07 06:00:00,12.25
SERF,S5,2015-08-13 06:00:00,12.29
SERF,S2,2015-08-13 06:00:00,11.73
SERF,S2,2015-08-17 06:00:00,10.53
SERF,S2,2015-08-21 06:00:00,10.98
SERF,S2,2015-09-21 06:00:00,11.52
