uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
DPAC,NE,2011-04-15 05:00:00,7.265
DPAC,SW,2011-04-15 05:00:00,7.071
DPAC,NW,2011-04-15 05:00:00,7.764
DPAC,SE,2011-04-15 05:00:00,6.253
DPAC,NW,2011-04-19 05:00:00,7.343
DPAC,SW,2011-04-19 05:00:00,7.825
DPAC,SE,2011-04-19 05:00:00,5.22
DPAC,NE,2011-04-19 05:00:00,7.166
DPAC,SW,2011-04-22 05:00:00,6.121
DPAC,NW,2011-04-22 05:00:00,5.336
DPAC,SE,2011-04-22 05:00:00,3.157
DPAC,NE,2011-04-22 05:00:00,5.654
DPAC,SW,2011-04-26 05:00:00,6.5
DPAC,SE,2011-04-26 05:00:00,4.7
DPAC,NE,2011-04-26 05:00:00,5.9
DPAC,NW,2011-04-26 05:00:00,5.6
DPAC,NE,2011-04-29 05:00:00,5.2
DPAC,SW,2011-04-29 05:00:00,5.3
DPAC,SE,2011-04-29 05:00:00,3.3
DPAC,NW,2011-04-29 05:00:00,4.7
DPAC,NE,2011-05-03 05:00:00,5.9
DPAC,SE,2011-05-03 05:00:00,4.9
DPAC,NW,2011-05-03 05:00:00,5.6
DPAC,SW,2011-05-03 05:00:00,6.6
DPAC,SE,2011-05-06 05:00:00,4.6
DPAC,SW,2011-05-06 05:00:00,5.1
DPAC,NE,2011-05-06 05:00:00,6.3
DPAC,NW,2011-05-06 05:00:00,5.3
DPAC,SE,2011-05-11 05:00:00,5.2
DPAC,SW,2011-05-11 05:00:00,6.4
DPAC,NW,2011-05-11 05:00:00,6.1
DPAC,NE,2011-05-11 05:00:00,7.2
DPAC,SW,2011-05-16 05:00:00,6.9
DPAC,NE,2011-05-16 05:00:00,6.9
DPAC,SE,2011-05-16 05:00:00,5.2
DPAC,NW,2011-05-16 05:00:00,6.4
DPAC,NW,2011-05-19 05:00:00,6.0
DPAC,SE,2011-05-19 05:00:00,5.1
DPAC,NE,2011-05-19 05:00:00,4.8
DPAC,SW,2011-05-19 05:00:00,6.6
DPAC,SE,2011-05-25 05:00:00,5.5
DPAC,NE,2011-05-25 05:00:00,7.6
DPAC,NW,2011-05-25 05:00:00,6.8
DPAC,SW,2011-05-25 05:00:00,7.3
DPAC,SE,2011-05-27 05:00:00,3.4
DPAC,SW,2011-05-27 05:00:00,4.1
DPAC,NW,2011-05-27 05:00:00,4.5
DPAC,NE,2011-05-27 05:00:00,5.1
DPAC,SE,2011-05-31 05:00:00,4.3
DPAC,NW,2011-05-31 05:00:00,5.5
DPAC,SW,2011-05-31 05:00:00,6.1
DPAC,NE,2011-05-31 05:00:00,5.5
DPAC,SW,2011-06-13 05:00:00,6.9
DPAC,NW,2011-06-13 05:00:00,6.7
DPAC,NE,2011-06-13 05:00:00,7.6
DPAC,SE,2011-06-13 05:00:00,5.2
DPAC,SW,2011-06-17 05:00:00,5.5
DPAC,SE,2011-06-17 05:00:00,3.6
DPAC,NW,2011-06-22 05:00:00,7.1
DPAC,SE,2011-06-22 05:00:00,5.0
DPAC,SW,2011-06-22 05:00:00,6.6
DPAC,NE,2011-07-05 05:00:00,9.2
DPAC,SE,2011-07-05 05:00:00,5.4
DPAC,SW,2011-07-05 05:00:00,6.8
DPAC,NW,2011-07-05 05:00:00,7.9
DPAC,SW,2011-07-11 05:00:00,5.4
DPAC,NE,2011-07-11 05:00:00,7.7
DPAC,SE,2011-07-11 05:00:00,3.8
DPAC,NW,2011-07-11 05:00:00,7.5
DPAC,NE,2011-07-18 05:00:00,6.7
DPAC,SW,2011-07-18 05:00:00,4.9
DPAC,SW,2011-07-22 05:00:00,4.9
DPAC,NE,2011-07-22 05:00:00,6.8
DPAC,SW,2011-07-25 05:00:00,3.639
DPAC,NE,2011-07-25 05:00:00,4.133
DPAC,NE,2011-08-17 05:00:00,3.2
DPAC,SW,2011-08-17 05:00:00,2.8
DPAC,SE,2011-10-29 05:00:00,3.9
DPAC,SW,2011-10-29 05:00:00,2.0
DPAC,NW,2011-10-29 05:00:00,4.0
DPAC,NE,2011-10-29 05:00:00,3.7
DPAC,NW,2011-11-16 05:00:00,4.3
DPAC,NE,2011-11-16 05:00:00,3.9
DPAC,SE,2011-11-16 05:00:00,4.0
DPAC,SW,2011-11-16 05:00:00,1.5
DPAC,NW,2011-11-21 05:00:00,4.2
DPAC,SW,2011-12-02 05:00:00,4.0
DPAC,SE,2011-12-02 05:00:00,4.5
DPAC,NW,2011-12-02 05:00:00,4.2
DPAC,NE,2011-12-02 05:00:00,4.4
DPAC,NW,2011-12-07 05:00:00,3.6
DPAC,SE,2011-12-07 05:00:00,3.9
DPAC,SW,2011-12-07 05:00:00,3.5
DPAC,NE,2011-12-07 05:00:00,3.9
DPAC,SE,2011-12-14 05:00:00,4.1
DPAC,NW,2011-12-14 05:00:00,4.1
DPAC,SW,2011-12-14 05:00:00,3.4
DPAC,NE,2011-12-14 05:00:00,3.5
DPAC,NE,2011-12-19 05:00:00,3.8
DPAC,SE,2011-12-19 05:00:00,3.5
DPAC,SW,2011-12-19 05:00:00,3.7
DPAC,NW,2011-12-19 05:00:00,3.8
DPAC,NE,2012-01-03 05:00:00,4.3
DPAC,SE,2012-01-03 05:00:00,3.8
DPAC,NW,2012-01-03 05:00:00,4.4
DPAC,SW,2012-01-03 05:00:00,4.0
DPAC,NW,2012-01-06 05:00:00,4.2
DPAC,SE,2012-01-06 05:00:00,3.6
DPAC,NE,2012-01-06 05:00:00,3.9
DPAC,SW,2012-01-06 05:00:00,3.6
DPAC,SW,2012-01-09 05:00:00,3.8
DPAC,NW,2012-01-09 05:00:00,4.2
DPAC,SE,2012-01-09 05:00:00,3.5
DPAC,NE,2012-01-09 05:00:00,3.9
DPAC,NE,2012-01-18 05:00:00,4.5
DPAC,SE,2012-01-18 05:00:00,4.2
DPAC,NW,2012-01-18 05:00:00,3.8
DPAC,SW,2012-01-20 05:00:00,4.054
DPAC,SE,2012-01-20 05:00:00,4.086
DPAC,NW,2012-01-20 05:00:00,5.155
DPAC,NE,2012-01-20 05:00:00,4.254
DPAC,SE,2012-01-23 05:00:00,1.861
DPAC,NW,2012-01-23 05:00:00,2.385
DPAC,NE,2012-01-23 05:00:00,1.898
DPAC,SW,2012-01-23 05:00:00,2.574
DPAC,SE,2012-01-30 05:00:00,3.846
DPAC,NE,2012-01-30 05:00:00,4.009
DPAC,NW,2012-01-30 05:00:00,3.242
DPAC,SW,2012-01-30 05:00:00,3.391
DPAC,SE,2012-02-02 05:00:00,3.9
DPAC,NE,2012-02-02 05:00:00,4.114
DPAC,NW,2012-02-02 05:00:00,4.3
DPAC,SW,2012-02-02 05:00:00,3.9
DPAC,NW,2012-02-07 05:00:00,4.04
DPAC,SE,2012-02-07 05:00:00,3.649
DPAC,SW,2012-02-07 05:00:00,3.507
DPAC,NE,2012-02-07 05:00:00,3.891
DPAC,SE,2012-02-16 05:00:00,4.728
DPAC,SW,2012-02-16 05:00:00,4.133
DPAC,NE,2012-02-16 05:00:00,4.321
DPAC,NW,2012-02-16 05:00:00,3.787
DPAC,NE,2012-02-20 05:00:00,4.198
DPAC,SW,2012-02-20 05:00:00,4.141
DPAC,NW,2012-02-20 05:00:00,4.018
DPAC,SE,2012-02-20 05:00:00,4.203
DPAC,SW,2012-02-23 05:00:00,4.2
DPAC,NE,2012-02-23 05:00:00,4.2
DPAC,NW,2012-02-23 05:00:00,3.8
DPAC,SE,2012-02-23 05:00:00,3.9
DPAC,SW,2012-02-27 05:00:00,3.905
DPAC,NE,2012-02-27 05:00:00,3.838
DPAC,SE,2012-02-27 05:00:00,4.797
DPAC,NW,2012-02-27 05:00:00,3.77
DPAC,SW,2012-03-07 05:00:00,4.945
DPAC,SE,2012-03-07 05:00:00,5.435
DPAC,NE,2012-03-07 05:00:00,4.921
DPAC,NW,2012-03-07 05:00:00,4.796
DPAC,SW,2012-03-09 05:00:00,5.246
DPAC,NW,2012-03-09 05:00:00,5.774
DPAC,SE,2012-03-09 05:00:00,6.212
DPAC,NE,2012-03-09 05:00:00,5.385
DPAC,NW,2012-03-12 05:00:00,3.8
DPAC,SE,2012-03-12 05:00:00,4.5
DPAC,SW,2012-03-12 05:00:00,4.0
DPAC,NE,2012-03-12 05:00:00,3.9
DPAC,SE,2012-03-19 05:00:00,4.975
DPAC,NE,2012-03-19 05:00:00,4.69
DPAC,NW,2012-03-19 05:00:00,5.025
DPAC,SW,2012-03-19 05:00:00,4.692
DPAC,NW,2012-03-23 05:00:00,4.938
DPAC,SW,2012-03-23 05:00:00,4.516
DPAC,NE,2012-03-23 05:00:00,5.062
DPAC,SE,2012-03-23 05:00:00,4.865
DPAC,SE,2012-03-30 05:00:00,4.3
DPAC,NE,2012-03-30 05:00:00,4.0
DPAC,SW,2012-03-30 05:00:00,8.3
DPAC,NW,2012-03-30 05:00:00,7.7
DPAC,SE,2012-04-04 05:00:00,4.346
DPAC,NW,2012-04-04 05:00:00,5.278
DPAC,NE,2012-04-04 05:00:00,5.241
DPAC,SW,2012-04-04 05:00:00,5.477
DPAC,NE,2012-04-10 05:00:00,5.9
DPAC,SW,2012-04-10 05:00:00,5.5
DPAC,NW,2012-04-10 05:00:00,5.5
DPAC,SE,2012-04-10 05:00:00,4.4
DPAC,NE,2012-04-14 05:00:00,5.9
DPAC,SW,2012-04-14 05:00:00,5.2
DPAC,NW,2012-04-14 05:00:00,5.4
DPAC,SE,2012-04-14 05:00:00,3.7
DPAC,NE,2012-04-16 05:00:00,5.7
DPAC,SW,2012-04-16 05:00:00,4.6
DPAC,NW,2012-04-16 05:00:00,5.2
DPAC,SE,2012-04-26 05:00:00,3.6
DPAC,NE,2012-04-26 05:00:00,5.8
DPAC,SW,2012-04-26 05:00:00,4.6
DPAC,NW,2012-04-26 05:00:00,4.8
DPAC,NE,2012-04-30 05:00:00,5.5
DPAC,SE,2012-04-30 05:00:00,3.7
DPAC,NW,2012-04-30 05:00:00,4.9
DPAC,SW,2012-05-07 05:00:00,9.5
DPAC,NE,2012-05-07 05:00:00,9.7
DPAC,NW,2012-05-07 05:00:00,9.7
DPAC,SE,2012-05-10 05:00:00,18.0
DPAC,SW,2012-05-10 05:00:00,14.0
DPAC,NE,2012-05-10 05:00:00,10.0
DPAC,NW,2012-05-10 05:00:00,13.0
DPAC,NE,2012-05-23 05:00:00,9.0
DPAC,SW,2012-05-23 05:00:00,9.3
DPAC,NW,2012-05-23 05:00:00,10.0
DPAC,SE,2012-05-23 05:00:00,9.0
DPAC,SW,2012-05-30 05:00:00,6.8
DPAC,NW,2012-05-30 05:00:00,8.7
DPAC,SE,2012-05-30 05:00:00,5.7
DPAC,SE,2012-06-08 05:00:00,13.0
DPAC,NW,2012-06-08 05:00:00,14.0
DPAC,NE,2012-06-08 05:00:00,14.0
DPAC,SW,2012-06-08 05:00:00,14.0
DPAC,NE,2012-06-15 05:00:00,11.0
DPAC,NE,2012-06-21 05:00:00,9.6
DPAC,SW,2012-06-21 05:00:00,7.5
DPAC,NE,2012-09-27 05:00:00,6.0
DPAC,SW,2012-09-27 05:00:00,21.0
DPAC,NW,2012-10-26 05:00:00,17.0
DPAC,NE,2012-10-26 05:00:00,17.0
DPAC,SW,2012-10-26 05:00:00,14.0
DPAC,SE,2012-10-26 05:00:00,18.0
DPAC,SE,2012-10-31 05:00:00,15.0
DPAC,SW,2012-10-31 05:00:00,12.0
DPAC,NE,2012-10-31 05:00:00,12.0
DPAC,NW,2012-10-31 05:00:00,14.0
DPAC,SE,2012-11-02 05:00:00,14.0
DPAC,NE,2012-11-02 05:00:00,12.0
DPAC,NW,2012-11-02 05:00:00,13.0
DPAC,SW,2012-11-02 05:00:00,12.0
DPAC,SE,2012-11-05 05:00:00,15.0
DPAC,NE,2012-11-05 05:00:00,12.0
DPAC,SW,2012-11-05 05:00:00,12.0
DPAC,NW,2012-11-05 05:00:00,13.0
DPAC,NE,2012-11-20 05:00:00,11.0
DPAC,NW,2012-11-20 05:00:00,14.0
DPAC,SW,2012-11-20 05:00:00,12.0
DPAC,SE,2012-11-20 05:00:00,15.0
DPAC,NE,2012-11-30 05:00:00,11.0
DPAC,SW,2012-11-30 05:00:00,11.187
DPAC,NW,2012-11-30 05:00:00,9.86
DPAC,SE,2012-11-30 05:00:00,13.0
DPAC,SE,2012-12-03 05:00:00,13.0
DPAC,NW,2012-12-03 05:00:00,11.0
DPAC,NE,2012-12-03 05:00:00,10.0
DPAC,SW,2012-12-03 05:00:00,9.6
DPAC,SW,2012-12-06 05:00:00,8.9
DPAC,NE,2012-12-06 05:00:00,10.0
DPAC,NW,2012-12-06 05:00:00,11.0
DPAC,SE,2012-12-06 05:00:00,12.0
DPAC,NE,2012-12-10 05:00:00,9.9
DPAC,NW,2012-12-10 05:00:00,12.0
DPAC,SW,2012-12-10 05:00:00,10.0
DPAC,SE,2012-12-10 05:00:00,13.0
DPAC,NW,2012-12-14 05:00:00,15.0
DPAC,NE,2012-12-14 05:00:00,11.0
DPAC,SW,2012-12-14 05:00:00,13.0
DPAC,SE,2012-12-14 05:00:00,14.0
DPAC,SW,2012-12-17 05:00:00,11.0
DPAC,NE,2012-12-17 05:00:00,11.0
DPAC,SE,2012-12-17 05:00:00,14.0
DPAC,NW,2012-12-17 05:00:00,14.0
DPAC,SE,2013-01-02 05:00:00,12.0
DPAC,NW,2013-01-02 05:00:00,12.0
DPAC,NE,2013-01-02 05:00:00,9.3
DPAC,SW,2013-01-02 05:00:00,14.0
DPAC,SW,2013-01-04 05:00:00,13.503
DPAC,NW,2013-01-04 05:00:00,14.807
DPAC,SE,2013-01-04 05:00:00,19.835
DPAC,NE,2013-01-08 05:00:00,12.311
DPAC,SW,2013-01-08 05:00:00,22.0
DPAC,NE,2013-01-11 05:00:00,5.2
DPAC,SE,2013-01-11 05:00:00,6.6
DPAC,NW,2013-01-11 05:00:00,8.4
DPAC,SW,2013-01-11 05:00:00,8.3
DPAC,SE,2013-01-15 05:00:00,8.7
DPAC,NE,2013-01-15 05:00:00,4.7
DPAC,SW,2013-01-15 05:00:00,11.0
DPAC,NW,2013-01-15 05:00:00,6.3
DPAC,NE,2013-01-18 05:00:00,9.9
DPAC,SW,2013-01-18 05:00:00,13.0
DPAC,NE,2013-01-23 05:00:00,12.234
DPAC,SE,2013-01-30 05:00:00,7.4
DPAC,SW,2013-01-30 05:00:00,8.5
DPAC,NE,2013-01-30 05:00:00,3.7
DPAC,SW,2013-02-07 05:00:00,12.0
DPAC,NE,2013-02-07 05:00:00,11.0
DPAC,SE,2013-02-11 05:00:00,13.0
DPAC,NE,2013-02-11 05:00:00,11.0
DPAC,SW,2013-02-11 05:00:00,13.0
DPAC,SW,2013-02-14 05:00:00,13.0
DPAC,NE,2013-02-14 05:00:00,12.0
DPAC,NE,2013-02-18 05:00:00,12.0
DPAC,SW,2013-02-18 05:00:00,13.0
DPAC,NE,2013-02-22 05:00:00,12.0
DPAC,SW,2013-02-27 05:00:00,12.0
DPAC,NW,2013-02-27 05:00:00,7.6
DPAC,NE,2013-02-27 05:00:00,7.7
DPAC,SE,2013-02-27 05:00:00,11.0
DPAC,NE,2013-03-01 05:00:00,12.0
DPAC,SW,2013-03-01 05:00:00,14.0
DPAC,SE,2013-03-01 05:00:00,15.0
DPAC,NW,2013-03-01 05:00:00,13.0
DPAC,NE,2013-03-05 05:00:00,12.0
DPAC,SE,2013-03-08 05:00:00,16.0
DPAC,NE,2013-03-08 05:00:00,11.0
DPAC,SW,2013-03-08 05:00:00,14.0
DPAC,SE,2013-03-12 05:00:00,13.0
DPAC,NE,2013-03-12 05:00:00,7.2
DPAC,SW,2013-03-12 05:00:00,11.0
DPAC,NW,2013-03-12 05:00:00,8.9
DPAC,NE,2013-03-15 05:00:00,12.0
DPAC,NW,2013-03-15 05:00:00,13.0
DPAC,SE,2013-03-15 05:00:00,15.0
DPAC,SW,2013-03-15 05:00:00,14.0
DPAC,SW,2013-03-18 05:00:00,14.0
DPAC,SE,2013-03-18 05:00:00,14.0
DPAC,NE,2013-03-18 05:00:00,11.0
DPAC,NW,2013-03-18 05:00:00,12.0
DPAC,SW,2013-04-01 05:00:00,15.0
DPAC,NE,2013-04-01 05:00:00,13.0
DPAC,SW,2013-04-09 05:00:00,15.0
DPAC,NE,2013-04-09 05:00:00,13.0
DPAC,SE,2013-04-12 05:00:00,11.0
DPAC,NW,2013-04-12 05:00:00,6.8
DPAC,SW,2013-04-12 05:00:00,13.0
DPAC,NE,2013-04-12 05:00:00,7.4
DPAC,SE,2013-04-16 05:00:00,15.0
DPAC,SW,2013-04-16 05:00:00,14.0
DPAC,NE,2013-04-16 05:00:00,11.0
DPAC,NW,2013-04-16 05:00:00,11.0
DPAC,NE,2013-04-18 05:00:00,6.5
DPAC,NW,2013-04-18 05:00:00,8.9
DPAC,SE,2013-04-18 05:00:00,14.0
DPAC,SW,2013-04-18 05:00:00,14.0
DPAC,SW,2013-04-25 05:00:00,14.0
DPAC,NW,2013-04-25 05:00:00,11.0
DPAC,SE,2013-04-25 05:00:00,15.0
DPAC,NE,2013-04-25 05:00:00,11.0
DPAC,NW,2013-04-30 05:00:00,13.0
DPAC,NE,2013-04-30 05:00:00,13.0
DPAC,SE,2013-04-30 05:00:00,11.0
DPAC,SW,2013-04-30 05:00:00,14.0
DPAC,NW,2013-05-06 05:00:00,16.0
DPAC,NE,2013-05-06 05:00:00,14.0
DPAC,SE,2013-05-06 05:00:00,15.0
DPAC,SW,2013-05-06 05:00:00,16.0
DPAC,NW,2013-05-13 05:00:00,16.378
DPAC,SW,2013-05-13 05:00:00,16.119
DPAC,SE,2013-05-13 05:00:00,12.146
DPAC,NE,2013-05-13 05:00:00,14.945
DPAC,SE,2013-05-23 05:00:00,11.485
DPAC,NW,2013-05-23 05:00:00,12.637
DPAC,SW,2013-05-23 05:00:00,12.309
DPAC,NE,2013-05-23 05:00:00,14.56
DPAC,NW,2013-05-28 05:00:00,13.815
DPAC,SW,2013-05-28 05:00:00,15.265
DPAC,SE,2013-05-28 05:00:00,11.73
DPAC,NE,2013-05-28 05:00:00,13.582
DPAC,SE,2013-06-03 05:00:00,17.177
DPAC,NE,2013-06-03 05:00:00,16.93
DPAC,NW,2013-06-03 05:00:00,21.5
DPAC,SW,2013-06-03 05:00:00,19.399
DPAC,NW,2013-06-07 05:00:00,21.854
DPAC,SW,2013-06-07 05:00:00,19.55
DPAC,SE,2013-06-07 05:00:00,17.577
DPAC,NE,2013-06-07 05:00:00,18.452
DPAC,NE,2013-06-10 05:00:00,17.555
DPAC,SE,2013-06-10 05:00:00,13.732
DPAC,NW,2013-06-10 05:00:00,22.253
DPAC,SW,2013-06-10 05:00:00,17.164
DPAC,NE,2013-06-14 05:00:00,15.003
DPAC,SE,2013-06-14 05:00:00,13.702
DPAC,SW,2013-06-14 05:00:00,17.814
DPAC,NW,2013-06-14 05:00:00,17.691
DPAC,SE,2013-06-17 05:00:00,17.378
DPAC,SW,2013-06-17 05:00:00,17.977
DPAC,NW,2013-06-17 05:00:00,19.315
DPAC,NE,2013-06-17 05:00:00,16.298
DPAC,NW,2013-06-20 05:00:00,16.112
DPAC,NE,2013-06-20 05:00:00,16.071
DPAC,SE,2013-06-20 05:00:00,16.127
DPAC,SW,2013-06-20 05:00:00,17.521
DPAC,NW,2013-06-24 05:00:00,20.611
DPAC,SW,2013-06-24 05:00:00,16.728
DPAC,SE,2013-06-24 05:00:00,16.71
DPAC,NE,2013-06-24 05:00:00,17.309
DPAC,NE,2013-06-27 05:00:00,13.655
DPAC,SW,2013-06-27 05:00:00,13.35
DPAC,NW,2013-06-27 05:00:00,18.124
DPAC,SE,2013-06-27 05:00:00,13.48
DPAC,SW,2013-07-01 05:00:00,15.72
DPAC,SE,2013-07-01 05:00:00,13.476
DPAC,NW,2013-07-01 05:00:00,17.513
DPAC,NE,2013-07-01 05:00:00,12.612
DPAC,SW,2013-07-11 05:00:00,16.101
DPAC,SE,2013-07-11 05:00:00,13.065
DPAC,NW,2013-07-11 05:00:00,13.27
DPAC,NE,2013-07-11 05:00:00,10.816
DPAC,NE,2013-07-22 05:00:00,11.746
DPAC,SE,2013-07-22 05:00:00,11.351
DPAC,SW,2013-07-22 05:00:00,13.276
DPAC,NW,2013-07-22 05:00:00,17.104
DPAC,NW,2013-07-28 05:00:00,12.269
DPAC,SE,2013-07-28 05:00:00,6.248
DPAC,SW,2013-07-28 05:00:00,17.673
DPAC,NE,2013-07-28 05:00:00,6.124
DPAC,NE,2013-07-31 05:00:00,4.448
DPAC,SW,2013-07-31 05:00:00,11.293
DPAC,NE,2013-09-30 05:00:00,6.455
DPAC,SW,2013-10-08 05:00:00,13.868
DPAC,NE,2013-10-08 05:00:00,5.037
DPAC,NW,2013-11-19 05:00:00,9.645
DPAC,SW,2013-11-19 05:00:00,5.557
DPAC,NE,2013-11-19 05:00:00,2.238
DPAC,SE,2013-11-19 05:00:00,3.473
DPAC,NE,2013-12-02 05:00:00,6.024
DPAC,SW,2013-12-02 05:00:00,5.302
DPAC,NW,2013-12-20 05:00:00,9.748
DPAC,NE,2013-12-20 05:00:00,8.604
DPAC,SW,2013-12-20 05:00:00,7.743
DPAC,SE,2013-12-20 05:00:00,9.295
DPAC,NE,2014-01-10 05:00:00,6.743
DPAC,SW,2014-01-10 05:00:00,5.872
DPAC,NW,2014-01-14 05:00:00,7.04
DPAC,SE,2014-01-14 05:00:00,7.184
DPAC,SW,2014-01-14 05:00:00,6.442
DPAC,NE,2014-01-14 05:00:00,6.345
DPAC,SW,2014-02-03 05:00:00,4.633
DPAC,SE,2014-02-03 05:00:00,4.981
DPAC,NE,2014-02-03 05:00:00,2.262
DPAC,NW,2014-02-03 05:00:00,2.198
DPAC,NE,2014-02-06 05:00:00,4.044
DPAC,SW,2014-02-06 05:00:00,5.243
DPAC,NE,2014-02-10 05:00:00,4.251
DPAC,SW,2014-02-10 05:00:00,5.128
DPAC,SW,2014-02-13 05:00:00,4.868
DPAC,NE,2014-02-13 05:00:00,6.013
DPAC,NE,2014-02-19 05:00:00,3.052
DPAC,SW,2014-02-19 05:00:00,4.538
DPAC,NW,2014-02-24 05:00:00,5.01
DPAC,NE,2014-02-24 05:00:00,5.258
DPAC,SW,2014-02-24 05:00:00,5.361
DPAC,SE,2014-02-24 05:00:00,4.597
DPAC,NE,2014-02-28 05:00:00,5.699
DPAC,SW,2014-02-28 05:00:00,6.819
DPAC,SW,2014-03-04 05:00:00,5.719
DPAC,NE,2014-03-04 05:00:00,5.38
DPAC,NE,2014-03-07 05:00:00,5.527
DPAC,SW,2014-03-07 05:00:00,5.994
DPAC,NE,2014-03-10 05:00:00,2.226
DPAC,SW,2014-03-10 05:00:00,4.591
DPAC,NE,2014-03-17 05:00:00,7.127
DPAC,SW,2014-03-17 05:00:00,7.863
DPAC,NE,2014-03-21 05:00:00,6.485
DPAC,SW,2014-03-21 05:00:00,7.127
DPAC,NE,2014-03-31 05:00:00,6.5
DPAC,SW,2014-03-31 05:00:00,5.602
DPAC,NW,2014-04-06 05:00:00,7.254
DPAC,SW,2014-04-07 05:00:00,7.175
DPAC,SE,2014-04-07 05:00:00,7.164
DPAC,NW,2014-04-07 05:00:00,6.793
DPAC,NE,2014-04-07 05:00:00,6.719
DPAC,SW,2014-04-10 05:00:00,7.681
DPAC,NE,2014-04-10 05:00:00,6.482
DPAC,SE,2014-04-10 05:00:00,8.904
DPAC,NW,2014-04-10 05:00:00,7.549
DPAC,SE,2014-04-14 05:00:00,8.881
DPAC,NW,2014-04-14 05:00:00,7.775
DPAC,SW,2014-04-14 05:00:00,8.69
DPAC,NE,2014-04-14 05:00:00,7.275
DPAC,SE,2014-04-21 05:00:00,8.25
DPAC,SW,2014-04-21 05:00:00,7.837
DPAC,NE,2014-04-21 05:00:00,8.158
DPAC,NW,2014-04-21 05:00:00,9.727
DPAC,SW,2014-04-25 05:00:00,8.745
DPAC,SE,2014-04-25 05:00:00,7.343
DPAC,NE,2014-04-25 05:00:00,9.123
DPAC,NW,2014-04-25 05:00:00,8.819
DPAC,SW,2014-05-02 05:00:00,8.952
DPAC,NW,2014-05-02 05:00:00,8.625
DPAC,SE,2014-05-02 05:00:00,7.004
DPAC,NE,2014-05-02 05:00:00,7.658
DPAC,SE,2014-05-06 05:00:00,7.34
DPAC,NW,2014-05-06 05:00:00,8.79
DPAC,NE,2014-05-06 05:00:00,9.212
DPAC,SW,2014-05-06 05:00:00,9.703
DPAC,NW,2014-05-13 05:00:00,11.474
DPAC,SE,2014-05-13 05:00:00,8.62
DPAC,SW,2014-05-13 05:00:00,12.664
DPAC,NE,2014-05-13 05:00:00,8.392
DPAC,NE,2014-05-19 05:00:00,18.945
DPAC,SE,2014-05-19 05:00:00,19.742
DPAC,NW,2014-05-19 05:00:00,17.575
DPAC,SW,2014-05-19 05:00:00,15.545
DPAC,SW,2014-05-30 05:00:00,13.031
